nid,vid,type,language,title,body,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate
3449,6920,blog,,Member Spotlight Invitation,"<p>Travel Salem invites its members to promote their business as part of our Member Spotlight in the Travel CafÌ©. This event is part of First Wednesday activities and takes place from 5-8 p.m., <a href=""http://www.youtube.com/v/5S7Qp89uKPM&amp;hl=en_US&amp;fs=1&amp;"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/June_2010_First_Wed_Video_Thumbnail.JPG"" title=""View video from June's First Wednesday celebration at the Travel Cafe."" width=""129"" height=""72"" style=""margin: 5px; float: right;"" /></a>drawing&nbsp;hundreds of&nbsp;people (depending on the weather). As a current member of Travel Salem, there is no cost to participate in this event. Please contact Christine Edick, Convention &amp; Event Services Manager, to learn more about this easy and effective way to showcase your products or services. Call or email now! <a href=""mailto:cedick@TravelSalem.com"">cedick@TravelSalem.com</a>&nbsp; 503-581-4325 ext. 58.<!--break--></p>
<ul>
<li><a href=""/newsletters/volume-3-issue-11"">Back to newsletter</a></li>
</ul>",4,1,1283808262,1284155291,0,1,0,0,0,0
3476,6948,blog,,"Travel Salem Marketing Exchange Luncheon - September 16, 2010","<p style=""text-align: center;""><span style=""font-size: medium;""><strong>Travel Salem Marketing Exchange Luncheon</strong></span></p>
<p style=""text-align: center;""><span style=""font-size: medium;""></span><span style=""font-size: small;""><strong>The Many Shades of Green: </strong><strong>How to help save the planet and make your business more profitable</strong></span></p>
<p style=""text-align: center;""><span style=""font-size: small;""></span><strong>Featuring<br /></strong><span style=""font-size: medium;""><strong>Alan Pennington<br /></strong></span><strong>Waste Reduction Coordinator for Marion County Public Works-Environmental Services</strong></p>
<p style=""text-align: center;""><strong>Thursday, September 16, 2010<br /></strong><strong>11:45 a.m. - 1:15 p.m.</strong></p>
<p style=""text-align: center;""><strong>Creekside Golf Club<br /></strong>6250 Clubhouse Dr. SE<br />Salem, OR<!--break--></p>
<p>Feast your eyes on the many shades of green at Creekside Golf Club while enjoying a delightful lunch. Alan Pennington will be presenting methods to make your business more profitable while helping save the planet. <strong>Call now to reserve your seat!</strong><br /><br /><strong><span style=""text-decoration: underline;"">Keynote Speaker</span>:</strong> Alan Pennington, Waste Reduction Coordinator for Marion County Public Works and EarthWISE program manager for the County will be introducing the unique EarthWISE program and how it can add to profitability, and environment and economic sustainability. He will also be discussing the solid waste and recycling programs, and impact on the environment.<br /><br /><strong><span style=""text-decoration: underline;"">Promote Your Business</span>:</strong> This is your opportunity to promote your business and services! Remember to bring your business cards and brochures for the Marketing Exchange table.<br /><br /><strong><span style=""text-decoration: underline;"">Enter-to-Win</span>!</strong> ‰ÛÒ West Side Wine Store is providing a fabulous wine basket with 3 bottles of 90 Point wine as rated by Wine Spectator magazine, a Vinturi wine aerator and wine opener valued at over $100! Be sure to enter your business card for a chance to be one of the lucky recipients. Guests must be present to win.<br /><br /><strong>RSVPs and prepayment of $18 required / $23 at the door <span style=""text-decoration: underline;"">RSVP a must</span>!</strong><br /><strong><span style=""text-decoration: underline;"">Reserve Your Seat Today</span> - Save $5 with advanced registration if purchased by September 13th!</strong><br /><strong><em>-- Online</em></strong> - use your credit card at <strong><a href=""http://www.travelsalem.com/ShoppingCart/index.php?p=product&amp;id=59&amp;parent=6"" target=""_blank"">TravelSalem.com</a></strong><br /><strong><em>-- Phone</em></strong> - use your credit card by calling 503-581-4325 ext. 58<br /><strong><em>-- Mail</em></strong> - send your check to: Travel Salem Marketing Exchange Luncheon, 181 High St. NE, Salem, OR 97301<br /><br /><strong>Please remember that when we receive your RSVP, we will order and pay for your lunch. If you are unable to attend, payment for lunch is still required.</strong> Thanks for helping to make Travel Salem luncheons a success.<br /><br />YOU WILL WANT TO ADD TO YOUR BUSINESS SAVVY AND NETWORK BY ATTENDING THIS MARKETING EXCHANGE</p>
<p style=""text-align: center;""><strong>See you on September 16, 2010!</strong></p>
<p style=""text-align: center;""><strong><em>Thanks to our event sponsors:</em></strong></p>
<p style=""text-align: center;""><strong><a href=""http://www.golfcreekside.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Creekside_Golf_Logo_Small.jpg"" width=""201"" height=""43"" hspace=""10"" style=""vertical-align: middle; border: 0px;"" class=""image image-preview "" /></a><a href=""http://www.scvacares.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Salem_Cardiovascular_Logo_Small.JPG"" width=""150"" height=""58"" hspace=""10"" style=""vertical-align: middle; border: 0px;"" class=""image image-preview "" /></a><a href=""http://www.westsidewinestore.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/West_Side_Wine_Store_Logo_Small.JPG"" width=""200"" height=""60"" hspace=""10"" style=""vertical-align: middle; border: 0px;"" class=""image image-preview "" /></a></strong></p>
<p style=""text-align: left;"">As part of Travel Salem‰Ûªs ‰ÛÏAbsolutely Giving Back‰Ûù program, attendees are encouraged to bring new school supplies (crayons, colored pencils, watercolors, glue sticks, pencils, pens, scissors, construction paper, white glue, non-toxic white washable paint, or felt-tip markers). Travel Salem will donate the contributions to Family Building Blocks.</p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-3-issue-11"">Back to newsletter</a></div>
</li>
</ul>",4,1,1283883544,1284155201,0,1,0,0,0,0
3601,7261,blog,,"Join us for Travel Salem 101 _—– Thursday, October 14th 3:30 _—– 4:30 p.m.","<p>PLACE:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Travel Salem‰Ûªs Travel CafÌ©, 181 High St NE, Salem, OR 97301<br />DAY:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Thursday, October 14, 2010<br />TIME:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3:30 to 4:30 p.m.</p>
<p>Travel Salem invites members and potential members to join the Travel Salem staff for an engaging free session designed to demonstrate the advantages of utilizing the services Travel Salem provides when you partner with us as your local destination marketing organization.</p>
<p>The Travel Salem 101 discussion will include topics such as:<!--break--> advertising, consumer (visitor) marketing, customer service training, media and public relations, industry relations, niche markets, partnerships, Salem Area Visitors Guide, TravelSalem.com, research, visitor information and convention sales and service strategies. We are also offering a wine tasting after the meeting with Willamette Valley Vineyards.</p>
<p><strong>Sessions are limited to 10 people. </strong>A few seats are still available! Call today to reserve your seat by Tuesday, October 12th! 503-581-4325 x58.</p>
<ul>
<li><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></li>
</ul>",4,1,1286487013,1286569867,0,1,0,0,0,0
3602,7262,blog,,One-year Anniversary Party! Come Sip New Release Wine and Drop Off your Corks!,"<p>It started with a romping grape stomp outside the front doors of Travel Salem last year, but this year we celebrate the one-year anniversary of Travel Salem‰Ûªs partnership with Willamette Valley Vineyards to create a downtown Travel CafÌ© where visitors can come to sip some of the valley‰Ûªs most delicious wines! Come join us next<!--break--> Thursday, October 14th for a wine tasting party from 5 to 7 p.m. Oct. 14 at the Travel CafÌ© on 181 High St. NE.</p>
<p><a href=""http://www.willamettevalleyvineyards.com/whatsnew/#events234"" target=""_blank""><img src=""/files/images/WVVLogo.jpg"" title=""Willamette Valley Vineyards ~ Turner, Oregon ~ www.willamettevalleyvineyards.com"" width=""151"" height=""33"" style=""margin: 5px; float: right;"" /></a>Enjoy new releases of Willamette Valley Vineyards sustainable wine: 08 Pinot Noir, 08 Signature Cuvee Pinot Noir, 08 Estate Chard, and 07 Syrah, as well as delicious library wines.</p>
<p>We‰Ûªre also trying to collect a massive pile of corks to send to the cork recycler, so bring by your corks, by the load, if you have ‰Û÷em! Whoever bring the most corks, wins a prize! Learn about Willamette Valley Vineyards cork recycling program from their Cork reHarvest director. <img src=""/files/images/Wild_Pear_Logo_Small.JPG"" title=""Wild Pear Restaurant &amp; Catering ~ Salem, Oregon ~ www.wildpearcatering.com"" width=""89"" height=""83"" style=""margin: 5px; float: right;"" />The party will be catered by Wild Pear restaurant, a favorite of locavores. <a href=""http://www.wildpearcatering.com"" target=""_blank"">www.wildpearcatering.com</a></p>
<p>The first 25 guests will receive a complimentary ‰ÛÏIt‰Ûªs Willamette Dammit‰Ûù T-shirt.</p>
<p>Weekly tastings are available from 11 a.m. to 4:30 p.m. Mondays through Saturdays at Travel CafÌ©, 181 High St. NE.</p>
<p>General Admission: $10.00 includes Riedel wine glass<br />Wine Club Members: $5.00 includes Riedel wine glass</p>
<p>For more information, call (503) 588-9463 or go to <a href=""http://www.willamettevalleyvineyards.com/whatsnew/#events234"" target=""_blank"">www.willamettevalleyvineyards.com</a>.</p>
<ul>
<li><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></li>
</ul>",4,1,1286487492,1286491837,0,1,0,0,0,0
3603,7265,blog,,"Travel Salem Receives $7,500 from Travel Oregon to Produce an Interactive Online Map","<p>Travel Salem‰Ûªs proposal to produce an interactive online map was one of 10 tourism destination projects in the state to garner a portion of a $60,000 grant by Travel Oregon‰Ûªs Matching Grants Program. Travel Salem received $7,500 to produce an interactive map featuring cultural and heritage highlights in Marion and Polk County. Created in 1986, the annual Matching Grants Program supports new projects that improve local economies and communities by enhancing, expanding and promoting Oregon‰Ûªs visitor industry.</p>
<p>‰ÛÏThis dynamic, colorful map will help connect visitors with<!--break--> some of our most prized cultural heritage attractions from one user-friendly format,‰Ûù said Angie Morris, CEO of Travel Salem. ‰ÛÏThe ultimate goal of the map is to encourage visitors to stay longer in our communities and to take full advantage of the rich cultural diversity of our region.‰Ûù</p>
<p><a href=""http://industry.traveloregon.com/Departments/Tourism-Development/Matching-Grants-Program.aspx"" target=""_blank""><img src=""/files/images/Travel-Oregon-Logos-Small.jpg"" title=""Travel Oregon ~ www.TravelOregon.com"" width=""125"" height=""66"" style=""margin: 5px; float: right;"" /></a>The Matching Grants Program selection committee, representing private and public sector organizations, selected this year‰Ûªs grant finalists from a pool of 29 applicants. The 10 commission-approved projects are located throughout the state and, when complete, will fulfill a range of local, regional and state needs for improved tourism capacity.</p>
<p>‰ÛÏThe grant dollars provide seed money to projects that will increase Oregon destinations‰Ûª visibility among potential visitors.‰Ûù said Carole Astley, industry relations manager at Travel Oregon. ‰ÛÏThe 10 applicants we selected are thinking about long term return-oninvestment for developing and promoting tourism in the regional areas their organizations serve.‰Ûù</p>
<p>Those interested in taking advantage of this interactive online resource to promote their attraction can contact Irene Bernards at <a href=""mailto:ibernards@TravelSalem.com"">ibernards@TravelSalem.com</a>. ‰ÛÏWe encourage cultural and heritage nonprofits in Polk and Marion counties to leverage the dollars we‰Ûªve received through this grant,‰Ûù said Morris.</p>
<ul>
<li><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></li>
</ul>",4,1,1286487922,1286489710,0,1,0,0,0,0
3604,7266,blog,,Travel Salem Ranks 37 on List of 100 Best Nonprofits to Work For in Oregon,"<p><a href=""http://www.oregonbusiness.com/articles/91-october-2010/4148-the-2010-100-best-nonprofits-to-work-for-in-oregon"" target=""_blank""><img src=""/files/images/100_Best_Nonprofit_Logo_2010.JPG"" title=""100 Best Nonprofits 2010 ~ Oregon Business ~ www.OregonBusiness.com"" width=""130"" height=""123"" style=""margin: 5px; float: right;"" /></a>Travel Salem has been selected again as one of Oregon‰Ûªs ‰ÛÏTop 100 Best Nonprofits to Work For in Oregon‰Ûù by <em>Oregon Business</em> magazine. The rankings were unveiled at a sold-out event held at the Portland Art Museum on September 22, 2010. Travel Salem was recognized as<!--break--> the 24th best small nonprofit and 37th overall.</p>
<p>‰ÛÏThose of us who choose nonprofit careers do so for the chance to serve a cause greater than ourselves,‰Ûù said Angie Morris, president and CEO of Travel Salem. ‰ÛÏTravel Salem attracts and retains amazing, talented staff, who bring their ‰Û÷A-game‰Ûª and give a little bit of their heart to their job every single day. There is no question why they are some of the best in the industry.‰Ûù</p>
<p>The rankings were based on an independence assessment of employer‰Ûªs workplace practices and the confidential input of employees who answered 60 questions about workplace satisfaction such as benefits, management, trust, work environment and development. The criteria employees ranked as most important were: ‰ÛÏtreatment of employees by supervisors,‰Ûù and ‰ÛÏpride and belief in the organization.‰Ûù More than 150 nonprofits participated and almost 5,000 employees completed the survey. The free, voluntary survey was calculated by research partners Davis, Hibbitts and Midghall along with a research editor at Oregon Business magazine.</p>
<p>The ‰ÛÏTop 100 Best Nonprofits to Work For in Oregon‰Ûù is featured in the October issue of <em>Oregon Business</em> magazine.</p>
<ul>
<li><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></li>
</ul>",4,1,1286488278,1286489820,0,1,0,0,0,0
3605,7267,blog,,Save the Date,"<p>Don‰Ûªt miss all the ways you can plug in. Save the following dates on your calendar to make sure you don‰Ûªt miss out!</p>
<ul>
<li><strong>October 14</strong>&nbsp;‰ÛÒ <a href=""http://www.travelsalem.com/newsletters/join-us-travel-salem-101-%E2%80%93-thursday-october-14th-330-%E2%80%93-430-pm"" target=""_blank"">Travel Salem 101</a>, Travel Cafe, 3:30-4:30 p.m. (RSVP required)</li>
<li><strong>October 6&nbsp;-</strong>&nbsp;<a href=""http://www.travelsalem.com/newsletters/one-year-anniversary-party-come-sip-new-release-wine-and-drop-your-corks"" target=""_blank"">One-year Anniversary Party with Willamette Valley Vineyards</a>, Travel Cafe, 5-7 p.m.</li>
<li><strong>November&nbsp;3&nbsp;-</strong> <a href=""http://www.travelsalem.com/Events/Event-Calendar/2010-11-03"" target=""_blank"">First Wednesday</a>, Travel Cafe, 5-8 p.m.</li>
<li><strong>November&nbsp;18 -</strong> <a href=""http://www.travelsalem.com/Members/marketing-exchange-luncheons"" target=""_blank"">Marketing Exchange Luncheon</a>,&nbsp;Events at Copper Hill, 11:45 a.m.-1:15 p.m.<!--break--></li>
</ul>
<p><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></p>",4,1,1286488652,1286488652,0,1,0,0,0,0
3606,7268,blog,,Boost your Company Profile with a Video Listing!,"<p>Add value to your web presence by telling your business or nonprofit‰Ûªs story through the visually-rich format of video. Travel Salem is offering an introductory special of less than $175 to add your video listing to your site. More than 80 percent of consumers prefer video to text-only websites. Tap into the 200,000 unique visitors that connect to Travel Salem‰Ûªs website by adding a dynamic video listing to your site. Studies show consumers prefer video to text by a 6 to 1 margin. Websites that contain videos will keep viewers on a site with an average of 6 minutes longer verses text-only sites that average 60-second stays.</p>
<p>
<object style=""width: 500px; height: 301px;"" width=""500"" height=""301"" data=""http://www.youtube.com/v/vXKeULSxk3Q&amp;hl=en_US&amp;fs=1"" type=""application/x-shockwave-flash"">
<param name=""data"" value=""http://www.youtube.com/v/vXKeULSxk3Q&amp;hl=en_US&amp;fs=1"" />
<param name=""src"" value=""http://www.youtube.com/v/vXKeULSxk3Q&amp;hl=en_US&amp;fs=1"" />
</object>
</p>
<!--break-->
<p>Travel Salem‰Ûªs&nbsp;<a href=""http://www.travelsalem.com/taxonomy/term/171/all"" target=""_blank"">video production</a>&nbsp;and <a href=""http://www.travelsalem.com/taxonomy/term/178/all"" target=""_blank"">photography</a>&nbsp;members are also offering discounts to produce professional video, virtual tour or slide shows created.</p>
<p>For more information, contact Sue Nichols, community development director at Travel Salem, <a href=""mailto:snichols@TravelSalem.com"">snichols@TravelSalem.com</a> or 503-581-4325, ext. 22.</p>
<ul>
<li><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></li>
</ul>",4,1,1286489301,1286495131,0,1,0,0,0,0
3608,7271,blog,,11-Oct-10,"<p style=""text-align: center;"">This edition sponsored by:</p>
<p style=""text-align: center;""><a href=""http://www.vanluecpa.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Vanlue_PC.jpg"" title=""Vanlue, PC ~ Certified Public Accountant ~ Salem, Oregon ~ www.vanluecpa.com"" width=""500"" height=""120"" /></a><br />A full-service accounting firm dedicated to providing&nbsp;clients with professional, personalized services and guidance in a wide range of financial and business needs.<br />Vanlue, PC Certified Public Accountant<br />1174 Cornucopia St. NW, Ste. 250<br />Salem, OR 97304<br />503-587-7954 or <a href=""mailto:don@vanluecpa.com"">don@vanluecpa.com</a><br /><a href=""http://www.vanluecpa.com"" target=""_blank"">www.vanluecpa.com</a><!--break--></p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-3-issue-12"">Back to newsletter</a></div>
</li>
</ul>",4,1,1286490424,1330016780,0,1,0,0,0,0
3684,7428,blog,,Upcoming Conferences & Events,"<p>Travel Salem is hard at work promoting Salem as a conference, meeting, and event destination. We offer diverse services to groups ranging from gathering items for welcome bags to arranging pre- and post-tours to providing on-site visitor information. The services Travel Salem offers is the ""frosting on the cake"" that ensures a successful event.</p>
<p>Here is a sample of upcoming conferences, meetings and events:<!--break--></p>
<p><strong>October</strong></p>
<ul>
<li>October 27-29:&nbsp; Oregon State Chamber of Commerce Conference, 90 attendees</li>
</ul>
<p><strong>November</strong></p>
<ul>
<li>November 2: Salem Area Habitat for Humanity, 600 attendees</li>
<li>November 3-4:&nbsp; Workers' Compensation Division, 200 attendees</li>
<li>November 4-5:&nbsp; Life Benefits, Inc., 75 attendees</li>
<li>November 5: Kaiser Permanente, 200 attendees</li>
<li>November 9: Homebuilders Assn of Marion &amp; Polk Co., 120 attendees</li>
<li>November 9-12:&nbsp; AmeriCorps VISTA PSO Training, 200 attendees</li>
<li>November 16: Country Financial District 3 Kick-off, 230 attendees</li>
<li>November 17: Catholic Community Services, 600 attendees</li>
<li>November 18: Boys &amp; Girls Club Civil War Auction, 400 attendees</li>
<li>November 19-20: USC Trojans Football, 125 attendees</li>
<li>November 20: West Salem High School Education Foundation, 400 attendees</li>
</ul>
<p><strong>December</strong></p>
<ul>
<li>December 2: HealthNet Medicare Advantage, 175 attendees</li>
<li>December 4: James Fowler Construction Company, 120 attendees</li>
<li>December 5: Boise Cascade, 250 attendees</li>
<li>December 5: Oregon Society of CPA‰Ûªs, 40 attendees</li>
<li>December 6-7:&nbsp;Oregon Seed Growers League, 250 attendees</li>
<li>December 7: Norpac Foods, 200 attendees</li>
<li>December 10: Salem Radiology, 300 attendees</li>
<li>December 10: Kettle Foods, 300 attendees</li>
<li>December 11: LCG Pence, 200 attendees</li>
<li>December 17: Salem Police Department, 200 attendees</li>
<li>December 18: Sunrise Medical Consultants, 50 attendees</li>
<li>December 18: Don Pancho, 450 attendees</li>
</ul>
<p><a href=""/newsletters/volume-3-issue-13"">Back to newsletter</a></p>",4,1,1287855301,1287855323,0,1,0,0,0,0
3685,7429,blog,,Save the Date,"<p>Don‰Ûªt miss all the ways you can plug in. Save the following dates on your calendar to make sure you don‰Ûªt miss out!</p>
<ul>
<li><strong>November&nbsp;3&nbsp;-</strong> <a href=""http://www.travelsalem.com/Events/Event-Calendar/2010-11-03"" target=""_blank"">First Wednesday</a>, Travel Cafe, 5-8 p.m.</li>
<li><strong>November&nbsp;18 -</strong> <a href=""http://www.travelsalem.com/Members/marketing-exchange-luncheons"" target=""_blank"">Marketing Exchange Luncheon</a>,&nbsp;Events at Copper Hill, 11:45 a.m.-1:15 p.m.</li>
<li><strong>December 1&nbsp;-</strong> <a href=""http://www.travelsalem.com/Events/Event-Calendar/2010-12-01"" target=""_blank"">First Wednesday</a>, Travel Cafe, 5-8 p.m.</li>
<li><strong>December 9</strong>&nbsp;‰ÛÒ Travel Salem 101, Travel Cafe, 3:30-4:30 p.m. (<a href=""mailto:cedick@TravelSalem.com"">RSVP</a> required)<!--break--></li>
</ul>
<p><a href=""/newsletters/volume-3-issue-13"">Back to newsletter</a></p>",4,1,1287855658,1287855658,0,1,0,0,0,0
3686,7430,blog,,25-Oct-10,"<p style=""text-align: center;"">This edition sponsored by:</p>
<table style=""width: 100%;"" border=""3"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td><a href=""http://www.tobeycs.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Tobey_Computer_Services_Small.jpg"" title=""Tobey Computer Services ~ www.tobeycs.com"" width=""250"" height=""109"" /></a></td>
<td style=""text-align: center;"">Travel Salem‰Ûªs exclusive IT support service:<br /><strong>Tobey Computer Services<br /><em>Computer Support at the Speed of Business</em></strong></td>
</tr>
</tbody>
</table>
<!--break-->
<ul>
<li><a href=""/newsletters/volume-3-issue-13"">Back to newsletter</a></li>
</ul>",4,1,1287855776,1287856924,0,1,0,0,0,0
3687,7431,blog,,Travel Salem's 2010-2011 Business Plan,"<p>Travel Salem‰Ûªs 2010-2011&nbsp;Business Plan&nbsp;is available for review at <a href=""http://travelsalem.com/about-us/reports-research"" target=""_blank"">TravelSalem.com</a>.</p>
<p>Questions? Contact Angie Morris, president and CEO at <a href=""mailto:amorris@TravelSalem.com"">amorris@TravelSalem.com</a> or 503-581-4325, ext. 26.<!--break--></p>",4,1,1287856056,1287856056,0,1,0,0,0,0
3688,7432,blog,,Hotel TV Digital Directories Are Now _—“To Go_—ù,"<p>Travel Salem‰Ûªs partner Hospitality Vision, formerly Digital City Guide, is pleased to announce that for the first time in the hotel industry, guests can take their hotel TV digital directories ‰ÛÏto-go!‰Ûù on their phone.</p>
<p>Using a new phone application, guests can remotely review<!--break--> hotel amenities, hotel layout, rent a car, arrange a wine tour, order pizza, check meeting times, find restaurants, shops and local attractions and be directly navigated to your business.</p>
<p>If you are an existing Travel Salem Digital City Guide advertiser, you will be listed on ‰ÛÏMy Hotel to Go‰Ûù as an added value at no extra charge.</p>
<p>The ‰ÛÏMy Hotel to Go‰Ûù‰ã¢ Directory is the perfect, interactive complement to your TV listing on the big-screen in 800+ Salem area hotels. ‰ÛÏMy Hotel to Go‰Ûù will be launching in Salem this year so be sure to contact Sue Nichols, Travel Salem‰Ûªs Community Development Director at 503-581-4325 ext. 22 or <a href=""mailto:snichols@TravelSalem.com"">snichols@TravelSalem.com</a>&nbsp;to learn more and sign up!</p>
<ul>
<li>
<div style=""text-align: left;""><a href=""/newsletters/volume-3-issue-13"">Back to newsletter</a></div>
</li>
</ul>",4,1,1287856362,1288030215,0,1,0,0,0,0
3689,7433,blog,,Member Spotlight Invitation,"<p>Travel Salem invites its members to promote their business as part of our Member Spotlight in the Travel CafÌ©. This event is part of First Wednesday activities and takes place from 5-8 p.m., <a href=""http://www.youtube.com/v/5S7Qp89uKPM&amp;hl=en_US&amp;fs=1&amp;"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/June_2010_First_Wed_Video_Thumbnail.JPG"" title=""View video from June's First Wednesday celebration at the Travel Cafe."" width=""129"" height=""72"" style=""margin: 5px; float: right;"" /></a>drawing&nbsp;hundreds of&nbsp;people (depending on the weather). As a current member of Travel Salem, there is no cost to participate in this event. Please contact Christine Edick, Convention &amp; Event Services Manager, to learn more about this easy and effective way to showcase your products or services. Call or email now! <a href=""mailto:cedick@TravelSalem.com"">cedick@TravelSalem.com</a>&nbsp; 503-581-4325 ext. 58.<!--break--></p>
<ul>
<li><a href=""/newsletters/volume-3-issue-13"">Back to newsletter</a></li>
</ul>",4,1,1287856512,1287856512,0,1,0,0,0,0
