nid,vid,type,language,title,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,body
11500,20836,event,,Walk 4 Alzheimer's,19,1,1431711754,1433522274,0,1,0,0,0,0,"<p>Fundraising Event to Benefit Alzheimer's Network. 1K Walk and 5K Walk. Live entertainment, Family Wellness Fair, and free lunch. <br />Riverfront Park <br />200 Water St. NE<br />Salem, OR 97301<br />503-364-8100<br /><a href=""http://www.alznet.org"" target=""_blank"">www.alznet.org</a></p>"
11501,21143,event,,On Your Feet Friday,19,1,1431711924,1436551859,0,1,0,0,0,0,"<p>Free, family-oriented series, 2nd Fridays May through October. Walk or run to checkpoints, discover new places, earn raffle tickets and have fun. Beer and food is available with proceeds to Friends of Two Bridges.<br />Gallagher Fitness Resources<br />135 Commercial St. NE<br />Salem, OR 97301 <br />503-364-4198 or 800-423-3460<br /><a href=""http://activesalem.com/gallagher-fitness-events/on-your-feet-friday/"" target=""_blank"">www.activesalem.com</a></p>"
11503,20822,event,,Aurora Colony Vineyards Jazz Festival,19,1,1431987041,1433371841,0,1,0,0,0,0,"<p>The lovely grounds of Aurora Colony Vineyards will be host to the first annual Aurora Colony Vineyards Jazz Festival - filled with top local jazz musicians, food and estate wines. Admission: $25.<br />Aurora Colony Vineyards Winery<br />21338 Oak Lane NE<br />Aurora, OR 97002<br />503-329-9915<br /><a href=""http://www.auroracolonyvineyards.com"" target=""_blank"">www.auroracolonyvineyards.com</a></p>"
11504,20680,event,,Local Flowers Workshop & Tea with Ponderosa & Thyme,19,1,1431987525,1431987547,0,1,0,0,0,0,"<p>Deepwood's Culture Tea series presents a hands-on workshop focused on locally sourced and native plants and flowers with the talented Katie Davis of Ponderosa & Thyme. Following, there will be a three-course tea in the House. $150 - includes all flowers, materials usage, tutelage and three-course tea.<br />Deepwood Museum & Gardens<br />1116 Mission St. SE<br />Salem, OR 97302<br />503-363-1825<br /><a href=""http://historicdeepwoodestate.org/estate/calendar_event/817/"" target=""_blank"">www.historicdeepwoodestate.org</a></p>"
11505,20681,event,,Bark for Life of Salem/Keizer 2015,19,1,1431987982,1431987982,0,1,0,0,0,0,"<p>The American Cancer Society Bark For Life is a noncompetitive walk event for dogs and their owners to raise funds and awareness for the American Cancer Society's fight against cancer.<br />Keizer Rapids Park<br />1900 Chemawa Rd. N<br />Keizer, OR 97303<br />503-884-1492<br /><a href=""http://www.bflofsalemkeizer.com"" target=""_blank"">www.bflofsalemkeizer.com</a></p>"
11506,20683,event,,Coria Estates ~ Live Music: Michael Vallee,19,1,1431988180,1431988261,0,1,0,0,0,0,"<p>Michael Vallee will be making his return to Coria Estates Saturday June 6th from 3 to 6. We are thrilled to have him back.<br />Coria Estates Tasting Room<br />8252 Redstone Ave. SE<br />Salem, OR 97306<br />503-363-0525<br /><a href=""http://www.coriaestates.com"" target=""_blank"">www.coriaestates.com</a></p>"
11509,20687,event,,Straub Environmental Center ~ Recycling Workshop,19,1,1431989076,1431989163,0,1,0,0,0,0,"<p>Join Alan Pennington of Marion County Environmental Services to learn about the county's recycling process. Field trip to follow on Sat. July 18. The classes are $5/person and the field trips are $10/person unless otherwise noted. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11510,20688,event,,Straub Environmental Center ~ Earth Walk,19,1,1431989429,1431989429,0,1,0,0,0,0,"<p>Join Marion County Environmental Services to learn about the county's recyclables by attending the ""Earth Walk"" at the local transfer station. Meet at the center to carpool. The classes are $5/person and the field trips are $10/person unless otherwise noted. RSVP to nichole@straubenvironmentalcenter.org.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11511,20690,event,,Steve Hale & The Super Soul Heroes,19,1,1431989648,1431989693,0,1,0,0,0,0,"<p>Join us on our patio and enjoy the funky sounds of Steve Hale & The Super Soul Heroes. Wine specials & Rollin Smoke BBQ for sale all night. $10 general admission; $5 Wine Club members.<br />Cubanisimo Vineyards<br />Wine Tasting Room & Patio<br />1754 Best Rd. NW<br />Salem, OR 97304<br />503-588-1763<br /><a href=""http://www.cubanisimovineyards.com"" target=""_blank"">www.cubanisimovineyards.com</a></p>"
11512,20691,event,,Men's Night at Cubanisimo Vineyards,19,1,1431989889,1431989889,0,1,0,0,0,0,"<p>Bring your friends and neighbors and enjoy a classic night for men. Wine tasting, chair massages and poker chips (playing for wine) included. Extras include cigars, MATCO tools and Tritac Shooting Solutions. Admission: $10.<br />Cubanisimo Vineyards<br />Wine Tasting Room & Patio<br />1754 Best Rd. NW<br />Salem, OR 97304<br />503-588-1763<br /><a href=""http://www.cubanisimovineyards.com"" target=""_blank"">www.cubanisimovineyards.com</a></p>"
11513,20693,event,,Ladies Night at Cubanisimo Vineyards,19,1,1431990447,1431990477,0,1,0,0,0,0,"<p>Join us for a fun Ladies Night! Includes wine tasting and chair massages. Consultants here from Chloe & Isabel Jewelry, Mary Kay Beauty, Scentsy and Miche Purses. Classic movies will play on the big screen. Admission: $10.<br />Cubanisimo Vineyards<br />Wine Tasting Room & Patio<br />1754 Best Rd. NW<br />Salem, OR 97304<br />503-588-1763<br /><a href=""http://www.cubanisimovineyards.com"" target=""_blank"">www.cubanisimovineyards.com</a></p>"
11514,20694,event,,Reggae in the Vineyard at Cubanisimo Vineyards,19,1,1431990705,1431990705,0,1,0,0,0,0,"<p>Enjoy live Reggae music by special guests Rhythm Culture on our tropical patio. Island-inspired gourmet cuisine will be sold by Island Girl's Lunchbox. Wine specials all night long. $10 General Admission; $5 Wine Club Members.<br />Cubanisimo Vineyards<br />Wine Tasting Room & Patio<br />1754 Best Rd. NW<br />Salem, OR 97304<br />503-588-1763<br /><a href=""http://www.cubanisimovineyards.com"" target=""_blank"">www.cubanisimovineyards.com</a></p>"
11515,20695,event,,Straub Environmental Center ~ Photography,19,1,1431990974,1431990974,0,1,0,0,0,0,"<p>Don't miss out on this great photography class with Jason Waicunas of Outdoor Viewfinder. Jason will be teaching the art of trail photography, with an emphasis on exposure and composition, as well as tips on gear selection and location. $5/person; field trips $10/person. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org.<br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11516,20696,event,,Straub Environmental Center ~ Summer Camp,19,1,1431991382,1431991382,0,1,0,0,0,0,"<p>Ever wonder what it's like to do real work as a scientist, collect real data and share the information with your clients? This is the United Nations Year of Soils. Scholarship monies available for students on free or reduced lunch or $200/camper.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11517,20697,event,,Straub Environmental Center ~ Summer Elementary School ,19,1,1431991573,1431991573,0,1,0,0,0,0,"<p>Are you into science and nature? Naturalist Nation campers will learn about animal species that are native to Oregon and improve their naturalist's skills of nature observation. Scholarship monies available for students on free or reduced lunch or $200/camper.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11518,20698,event,,Straub Environmental Center ~ Summer Elementary School ,19,1,1431991799,1431991799,0,1,0,0,0,0,"<p>Are you into science and nature? Naturalist Nation campers will learn about animal species that are native to Oregon and improve their naturalist's skills of nature observation. Scholarship monies available for students on free or reduced lunch or $200/camper.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"" style=""line-height: 20.3999996185303px;"">www.straubenvironmentalcenter.org</a></p>"
11519,21326,event,,Amateur Naturalist Series: Animal Tracking Class,19,1,1432077976,1440610506,0,1,0,0,0,0,"<p>Join Dorothy Brown-Kwaiser, State Park Ranger, to learn about animal tracking of common wild animals found in Oregon. Field trip to follow on Saturday, Sept. 19. $5/person; field trips $10/person. RSVP to reserve a spot at <span style=""line-height: 20.3999996185303px;"">nichole@straubenvironmentalcenter.org</span>.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org<span style=""white-space: pre;""> </span></a></p>"
11520,21327,event,,Amateur Naturalist Series: Field Trip for Animal Tracking Class,19,1,1432078490,1440610522,0,1,0,0,0,0,"<p>Join Dylan Edwards, State Park Ranger, to learn about animal tracking of common wild animals found in Oregon. $5/person; field trips $10/person. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org. $5/person; field trips $10/person. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11521,21331,event,,Amateur Naturalist Series: Geology of Oregon,19,1,1432151614,1440611867,0,1,0,0,0,0,"<p>Join Scott Pike, Willamette University Professor, to learn about Oregon Geology. Field trip to follow on Saturday, October 17th.  $5/person; field trips $10/person. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org.<br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://straubenvironmentalcenter.org/ "" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11522,21332,event,,Amateur Naturalist Series: Field Trip for Geology of Oregon,19,1,1432151814,1440611933,0,1,0,0,0,0,"<p>Join Scott Pike, Willamette University Professor, to learn about Oregon Geology. Field trips $10/person. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://www.straubenvironmentalcenter.org"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11523,21333,event,,Amateur Naturalist Series: Lichens Class & Field Trip,19,1,1432152179,1440612015,0,1,0,0,0,0,"<p>Join Daphne Stone on this unique Amateur Naturalist program/field trip. The class instruction will be held in the field. This class is $15/person. RSVP to reserve a spot at nichole@straubenvironmentalcenter.org.<br />Straub Environmental Center <br />1320 A St. NE<br />Salem, OR 97301<br />503-391-4145<br /><a href=""http://www.straubenvironmentalcenter.org"" target=""_blank"">www.straubenvironmentalcenter.org</a></p>"
11524,20709,event,,Conversation with Mel Katz,19,1,1432162418,1432162418,0,1,0,0,0,0,"<p>Join us at the Hallie Ford Museum of Art for a conversation with Portland sculptor Mel Katz as we celebrate the opening of the major retrospective exhibition 'On and Off the Wall.' Free admission.<br />Hallie Ford Museum of Art, Roger Hull Lecture Hall<br />700 State St.<br />503-370-6855<br /><a href=""http://www.willamette.edu/arts/hfma/exhibitions/library/2015-16/mel_katz_on_and_off_the_wall.html"" target=""_blank"">www.willamette.edu/arts</a></p>"
11525,20710,event,,Chateau Bianca ~ Wine Tasting at Bentley's Grill,19,1,1432162578,1432162578,0,1,0,0,0,0,"<p>Come and enjoy complementary wine tasting at Bentley's every 2nd and 4th Wednesday of the month. Additional specials on featured wine are available throughout the week at Bentley's Grill.   <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11526,20712,event,,Cubanisimo ~ Wine Tasting at Bentley's,19,1,1432162749,1432162791,0,1,0,0,0,0,"<p>Join us each 2nd and 4th Wednesday of the month as we celebrate one of our local, favorite wineries with complimentary tastings. Enjoy other specials from our featured winery throughout the whole week in Bentley's.    <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11527,20713,event,,Namaste ~ Wine Tasting at Bentley's,19,1,1432162917,1432162917,0,1,0,0,0,0,"<p>Join us each 2nd and 4th Wednesday of the month as we celebrate one of our local, favorite wineries with complimentary tastings. Enjoy other specials from our featured winery throughout the whole week in Bentley's.    <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11528,20714,event,,Willamette Valley Vineyards ~ Wine Tasting at Bentley's Grill,19,1,1432163021,1432163021,0,1,0,0,0,0,"<p>Join us each 2nd and 4th Wednesday of the month as we celebrate one of our local, favorite wineries with complimentary tastings. Enjoy other specials from our featured winery throughout the whole week in Bentley's.    <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11529,20715,event,,Van Duzer ~ Wine Tasting at Bentley's Grill,19,1,1432163236,1432163236,0,1,0,0,0,0,"<p>Join us each 2nd and 4th Wednesday of the month as we celebrate one of our local, favorite wineries with complimentary tastings. Enjoy other specials from our featured winery throughout the whole week in Bentley's.    <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11530,20716,event,,Eola Hills Winery ~ Wine Tasting at Bentley's Grill,19,1,1432163380,1432163380,0,1,0,0,0,0,"<p>Join us each 2nd and 4th Wednesday of the month as we celebrate one of our local, favorite wineries with complimentary tastings. Enjoy other specials from our featured winery throughout the whole week in Bentley's.    <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11531,20717,event,,Bethel Heights ~ Wine Tasting at Bentley's Grill,19,1,1432163496,1432163496,0,1,0,0,0,0,"<p>Join us each 2nd and 4th Wednesday of the month as we celebrate one of our local, favorite wineries with complimentary tastings. Enjoy other specials from our featured winery throughout the whole week in Bentley's.    <br />Grand Hotel in Salem, Lobby <br />291 Liberty St.<br />Salem, OR 97301<br />503-779-1660<br /><a href=""http://www.bentleysgrill.com"" target=""_blank"">www.bentleysgrill.com</a></p>"
11532,20718,event,,Artist Talk: Jonathan Bucci,19,1,1432164169,1432164169,0,1,0,0,0,0,"<p>Jonathan Bucci, artist and Collection Curator at The HFMA, will discuss the exhibit ""Mono x Two: Prints by Jonathan Bucci & Kim Hoffman"" featuring monotype prints by both artists that share a minimalist aesthetic. Gallery Hours: Tue.-Fri. 10 a.m.-5 p.m., Sat.-Sun. noon-5 p.m., closed Monday. Free admission.<br />Bush Barn Art Center<br />600 Mission St. SE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11533,20719,event,,Project Space: First Wednesday Reception,19,1,1432164384,1432164384,0,1,0,0,0,0,"<p>Project Space returns on First Wednesday, June 3. Enjoy conversations with artists and complimentary appetizers. Project Space is a dynamic, temporary, contemporary art venue in downtown Salem offering juried exhibitions by Oregon artists. Free admission.<br />Project Space<br />156 Front St. NE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11534,20720,event,,Emergency Preparedness Presentation,19,1,1432164510,1432164510,0,1,0,0,0,0,"<p>Are you ready for an emergency?  When the Big One hits or a train derails, do you know what to do, or when it is safe?  Do you have a disaster supply kit?  Come to Painters Hall to learn how to be prepared. Free admission.<br />Painters Hall at Pringle Creek Community<br />3911 Village Center Dr. SE<br />Salem, OR 97302<br />503-315-1055<br /><a href=""http://www.pringlecreek.com"" target=""_blank"">www.pringlecreek.com</a></p>"
11535,20722,event,,"""ART""",19,1,1432164913,1432165116,0,1,0,0,0,0,"<p>A staged reading of ""ART"" by Yasmina Reza, as translated by Christopher Hampton, performed by the actors of The Verona Studio; three dynamic characters speaking to the differing opinions on what should be called art. Advance Tickets (through June 12): $8 | Regular Tickets (June 13-20): $10.<br />Bush Barn Art Center<br />600 Mission St. SE<br />Salem, OR 97302<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11536,20723,event,,Bush's Pasture Park Exploration Day,19,1,1432165440,1432165440,0,1,0,0,0,0,"<p>Explore History! Explore the Arts! Explore Nature! Celebrate the heritage of Bush's Pasture Park with an afternoon of imaginative ""old school"" fun, DIY art and family-friendly outdoor discovery adventures. Sponsored by Salem Electric. Free admission.<br />Bush House Museum<br />600 Mission St. SE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11537,20724,event,,"Elizabeth Magee: In the Work, Next to the Work",19,1,1432231792,1432231792,0,1,0,0,0,0,"<p>June 1-26. Exhibit creations reflecting ""issue of climate change due to global warming""_ and will combine studio and exhibit space in developing pieces within the cultural context of sustainability that critically and emotionally engage the viewer."" Gallery Hours: Mon.-Fri. 2-6 p.m. Free admission.<br />Project Space<br />156 Front St. NE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11538,20725,event,,What We Eat Matters! ~ Oregon Tilth presentation,19,1,1432242690,1432242690,0,1,0,0,0,0,"<p>What's the difference between natural, organic and non-GMO? This workshop will provide answers to help you make food choices that positively affect the land and our communities. Free admission.<br />Painters Hall at Pringle Creek Community<br />3911 Village Center Dr. SE<br />Salem, OR 97302<br />503-315-1055<br /><a href=""http://www.pringlecreek.com"" target=""_blank"">www.pringlecreek.com</a></p>"
11539,20726,event,,Rachel Wolfson Smith: Victory Lap,19,1,1432242899,1432242899,0,1,0,0,0,0,"<p>Artist Rachel Wolfson Smith will be showing a body of work that will, ""merge concepts of motion, time, and the Icarus complex."" Gallery Hours: Mon.-Fri. 2-6 p.m. Free admission.<br />Project Space<br />156 Front St. NE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11540,20727,event,,Project Space: Installation by Boz Schurr,19,1,1432243161,1432243161,0,1,0,0,0,0,"<p>Artist Boz Schurr will be working on a short-term, large-scale installation at Project Space, a dynamic, temporary, contemporary art venue in downtown Salem. Gallery Hours: Mon.-Fri. 2-6 p.m. Free admission.<br />Project Space<br />156 Front St. NE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11541,20728,event,,"Project Space: Latinos Unidos Siempre ~ Our Past, Present and Future",19,1,1432243495,1432243495,0,1,0,0,0,0,"<p>A local collaboration of artists showing in Our Past, Present, and Future. The exhibit is inspired by the artists' unique life experiences and dreams within their Latin community in Salem and the Willamette Valley. Gallery Hours: Mon.-Fri. 2-6 p.m. Free admission.<br />Project Space<br />156 Front St. NE<br />Salem, OR 97301<br />503-581-2228<br /><a href=""http://www.SalemArt.org"" target=""_blank"">www.SalemArt.org</a></p>"
11542,21044,event,,Saint Benedict Festival,19,1,1432243723,1436205492,0,1,0,0,0,0,"<p>Sold Out. Spend an afternoon with the monks of Mount Angel Abbey. Enjoy an international picnic, Benedictine Brewery craft beer, Oregon wines, ""insider"" tours, lawn games, music. Bid on adventures with monks. $40.<br />Mount Angel Abbey<br />1 Abbey Drive<br />St. Benedict, OR 97373<br />503-845-3064<br /><a href=""http://www.mountangelabbey.org/saint-benedict-festival"" target=""_blank"">www.mountangelabbey.org/saint-benedict-festival</a></p>"
11543,20730,event,,Outdoor Fashion Show & Tea,19,1,1432243941,1432243941,0,1,0,0,0,0,"<p>Join us for this fashionable tea. This event will be located under our tented tennis court and will include three ""courses"" of fashion with delicious three-course tea. Mimosas will also be available. Admission: $35 regular / $31.50 members of Deepwood.<br />Deepwood Museum & Gardens<br />1116 Mission St. SE<br />Salem, OR 97301<br />503-363-1825<br /><a href=""http://historicdeepwoodestate.org/estate/calendar_event/860/"" target=""_blank"">www.historicdeepwoodestate.org</a></p>"
11544,20731,event,,Santiam Heritage Foundation 16th Annual Garden Tour,19,1,1432244147,1432244147,0,1,0,0,0,0,"<p>Visit 7 beautiful, private gardens to benefit the restoration of the 1903 Historic Queen Anne, Charles & Martha Brown House. Only $10 for advance tickets at www.staytonevents.com or $15 at the house on the 28th. <br />The Brown House<br />425 N 1st Ave.<br />Stayton, OR 97383<br />503-769-8860<br /><a href=""http://brownhouse.org/"" target=""_blank"">www.brownhouse.org</a></p>"
11545,20732,event,,Father's Day at Coelho Winery,19,1,1432246188,1432246188,0,1,0,0,0,0,"<p>Come celebrate Father's Day on the Coelho crush pad. We'll be grilling fresh oysters and featuring Dave's famous clam chowder, prepared by son and winemaker David, all paired with our handcrafted wines. Enjoy a relaxing afternoon in the heart of the Willamette Valley. First 25 Dad's get a free Coelho Winery Logo Hat.<br />Coelho Winery<br />111 5th St. <br />Amity, OR 97101<br />503-835-9305<br /><a href=""http://www.coelhowinery.com"" target=""_blank"">www.coelhowinery.com</a></p>"
11548,20742,event,,Read to a Pet,19,1,1432768129,1432848372,0,1,0,0,0,0,"<p>Children are invited to practice their reading with trained service animals. More information is available at www.salemlibrary.org or 503-588-6088.<br />Children's Room, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11551,20743,event,,World Wide Knit in Public Day,19,1,1432848664,1432848664,0,1,0,0,0,0,"<p>Join us for knitting fun and celebrate World Wide Knit in Public Day. More information is available at 503-588-6052 or www.salemlibrary.org.<br />Main Floor, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6052<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11552,20744,event,,Speak Up! Teen Book Discussion Group,19,1,1432848816,1432848816,0,1,0,0,0,0,"<p>Teens are invited to join a discussion of 'We Were Liars' by E. Lockhart. More information is available at www.salemlibrary.org or 503-588-6083.<br />Teen Scene, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6083<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11553,20745,event,,Books for Lunch: Book Discussion Group,19,1,1432849109,1432849109,0,1,0,0,0,0,"<p>Join us for discussion of 'In the Garden of Beasts' by Eric Larsen. More information is available at www.salemlibrary.org or 503-588-6052.<br />Anderson Room A, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6052<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11554,20747,event,,Teen Movie ~ The Amazing Spider Man 2,19,1,1432849368,1432849403,0,1,0,0,0,0,"<p>Teens are invited to a free showing of 'The Amazing Spider Man 2' (PG-13; 142 minutes; 2014). More information is available at 503-588-6083 or www.salemlibrary.org.<br />Teen Scene, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6083<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11555,20765,event,,Family Film ~ The Incredibles,19,1,1432919907,1432919907,0,1,0,0,0,0,"<p>Join us for a free screening of 'The Incredibles' (PG; 115 minutes; 2004). More information is available at www.salemlibrary.org or 503-588-6088. <br />Loucks Auditorium, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11556,20766,event,,Monthly Lego Party,19,1,1432920078,1432920078,0,1,0,0,0,0,"<p>Children are invited to an afternoon of unstructured Lego play. More information is available from www.salemlibrary.org or 503-588-6088.<br />Story Room B, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"">www.salemlibrary.org</a></p>"
11557,20768,event,,Family Film ~ Cars,19,1,1432920294,1432920312,0,1,0,0,0,0,"<p>Join us for a free showing of 'Cars' (G; 116 minutes; 2006). More information is available at www.salemlibrary.org or 503-588-6052.<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6052<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11558,20769,event,,Hit the Road with Library2Go: An E-Reader Class,19,1,1432920499,1432920499,0,1,0,0,0,0,"<p>Come learn how to use your e-reader with our reference librarians. More information is available at www.salemlibrary.org or 503-588-6052.<br />Anderson Rooms A&B, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6052<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11559,20772,event,,Children's Performance ~ Jugglemania with Rhys Thomas,19,1,1432920705,1432920868,0,1,0,0,0,0,"<p>Three shows: 11 a.m., 1 & 7 p.m.<br />Families are invited to enjoy performances from juggler Rhys Thomas. More information is available at www.salemlibrary.org or 503-588-6088.<br />Loucks Auditorium, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"" target=""_blank"" style=""line-height: 20.3999996185303px;"">www.salemlibrary.org</a></p>"
11560,20773,event,,Teen Movie ~ Into the Woods,19,1,1432921049,1432921049,0,1,0,0,0,0,"<p>Teens are invited to a free screening of Into the Woods (PG; 125 minutes; 2014). More information is available at 503-588-6083 or www.salemlibrary.org.<br />Teen Scene, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6083<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11561,20774,event,,Chintimini Chamber Music for Kids,19,1,1432921212,1432921212,0,1,0,0,0,0,"<p>More information is available at www.salemlibrary.org or 503-588-6088. More information about the Chintimini Chamber Music Festival is available at chintimini.org.<br />www.salemlibrary.org.<br />Loucks Auditorium, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11562,20775,event,,Chintimini Chamber Music Festival ~ Adult Concert,19,1,1432921350,1432921350,0,1,0,0,0,0,"<p>More information is available at www.salemlibrary.org or 503-588-6088. More information about the Chintimini Chamber Music Festival is available at chintimini.org.<br />Loucks Auditorium, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11563,20776,event,,Teen Activity ~ Amazing Race: Heroic Style,19,1,1432921533,1432921533,0,1,0,0,0,0,"<p>Pre-registration is recommended using the ""My Calendar"" link at www.salemlibrary.org or at the Teen Scene Desk, 503-588-6364. <br />Anderson Rooms A&B, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6364<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
11564,20777,event,,Zip! Zap! Zoom! Super Hero Crafts,19,1,1432921715,1432921715,0,1,0,0,0,0,"<p>Families are invited to an afternoon of super hero-themed crafting. More information is available at www.salemlibrary.org or 503-588-6088.<br />Anderson Rooms A&B, Salem Public Library<br />585 Liberty St. SE<br />Salem, OR 97301<br />503-588-6088<br /><a href=""http://www.salemlibrary.org"" target=""_blank"">www.salemlibrary.org</a></p>"
