nid,vid,type,language,title,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,body
343,14070,listing,,Fordyce Farm,4,1,1236794281,1367712727,0,0,0,0,0,0,"<p>7023 Sunnyview Rd. NE<br />Salem, OR 97305<br />503-362-5105<br /><a href=""http://www.fordycefarm.com"" target=""_blank"">www.fordycefarm.com</a></p>"
345,11737,listing,,Salem Saturday Market,4,1,1236794345,1336347389,0,0,0,0,0,0,"<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Fresh, locally produced fruits, vegetables, meats, cheeses, and baked goods. Cut flowers, plants, arts &amp; crafts, on-site prepared foods and plenty of free parking. April-October from 9 a.m.-3 p.m.<br />Corner of Summer &amp; Marion Streets NE<br />PO Box 13691 (mailing)<br />Salem, OR 97309<br />503-585-8264<br /><a href=""http://www.salemsaturdaymarket.com"" target=""_blank"">www.salemsaturdaymarket.com</a></td>
<td><span class=""inline inline-left""><a href=""http://www.salemsaturdaymarket.com"" target=""_blank""><img src=""/files/images/SalemSaturdayMarket.JPG"" width=""191"" height=""138"" border=""0"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
346,6851,listing,,Capitol Gift Shop,4,1,1236794411,1282880141,0,0,0,0,0,0,"<p>Located inside the Oregon State Capitol building <br />900 Court St. NE<br />Salem, OR 97301<br />503-986-1391</p>"
349,4254,listing,,Greenbaum's Quilted Forest,4,1,1236794673,1263505256,0,0,0,0,0,0,"<p>
<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>240 Commercial St. NE<br />Salem, OR 97301<br />503-363-7973 or 877-700-2233<br /><a href=""http://www.quiltedforest.com"" target=""_blank"">www.quiltedforest.com</a></p>
</td>
<td></td>
</tr>
</tbody>
</table>
</p>"
351,10826,listing,,Lancaster Mall,4,1,1236797784,1328505852,0,0,0,0,0,0,"<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Salem's premier regional shopping center with 7 major stores, Regal Cinemas and over 80 specialty shops conveniently located off I-5 on Lancaster Drive.<br />831 Lancaster Dr. NE<br />Salem, OR 97301<br />503-585-1338<br /><a href=""http://www.LancasterMall.com"" target=""_blank"">www.LancasterMall.com</a></td>
<td><a href=""http://www.LancasterMall.com"" target=""_blank""><img src=""/files/images/Lancaster_Mall_Small.jpg"" title=""Lancaster Mall ~ Salem, Oregon ~ www.LancasterMall.com"" width=""189"" height=""156"" style=""margin: 5px; float: right;"" class=""image image-preview "" /></a></td>
</tr>
</tbody>
</table>"
352,18217,listing,,Salem Center,4,1,1236797809,1403114333,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Shop our great anchor lineup with Nordstrom, JCPenney, Kohl's and Macy's as well as over 80 specialty stores located downtown Salem.<br />401 Center St. NE<br />Salem, OR 97301<br />503-364-0495<br /><a href=""http://www.salemcenter.com"" target=""_blank"">www.salemcenter.com</a></td>
<td><a href=""http://www.salemcenter.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Salem_Center_South_Entrance_1_190.jpg"" title=""Salem Center ~ Salem, Oregon ~ www.salemcenter.com"" width=""190"" height=""133"" style=""margin: 5px;"" /></a></td>
</tr>
</tbody>
</table>"
355,1443,listing,,McNary Field - Salem Airport,4,1,1236803599,1239056311,0,0,0,0,0,0,"<p>2990 25th St. SE<br />Salem, OR 97302<br />503-588-6314<br /><a href=""http://www.cityofsalem.net"">www.cityofsalem.net</a></p>"
360,13407,listing,,Cherriots (Salem-Keizer Transit),4,1,1236803839,1358480764,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>Public transportation in Salem and Keizer and the surrounding areas. CherryLift, RED Line shopper shuttle, and travel training services. Carpool/vanpool matching, trip planning and more!<br />285 Church St. NE<br />Salem, OR 97301<br />503-588-2877<br /><a href=""http://www.cherriots.org"" target=""_blank"">www.cherriots.org</a></p>
</td>
<td><a href=""http://www.cherriots.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Cherriots_Logo_Small_0.jpg"" title=""Cherriots (Salem-Keizer Transit) ~ Salem, Oregon ~ www.cherriots.org"" width=""191"" height=""82"" style=""margin: 5px;"" /></a><br /></td>
</tr>
</tbody>
</table>"
361,21712,listing,,Enterprise Rent-A-Car,4,1,1236803916,1445374552,0,0,0,0,0,0,"<p>2385 Mission St. SE<br />Salem, OR 97302<br />503-364-1911<br />800-Rent-A-Car</p>"
363,619,listing,,Quest Tours & Treks Inc.,4,1,1236807542,1236807542,0,0,0,0,0,0,"<p>2385 Mission St. SE<br />Salem, OR 97302<br />503-364-1911<br />800-Rent-A-Car<br /><a href=""http://www.enterprise.com"" target=""_blank"">www.enterprise.com</a></p>"
364,19392,listing,,AMTRAK,4,1,1236807618,1416259511,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>Experience the splendor of the Pacific Northwest aboard Amtrak <em>Cascades</em>.&nbsp;Relax in wide, comfy seats on these European-style trains, while avoiding the hassles of I-5.<br />500 13th St. SE<br />Salem, OR 97301<br />800-USA-RAIL <br /><a href=""http://www.amtrak.com/servlet/ContentServer?ff=No&amp;c=AM_Content_C&amp;pagename=am/Layout&amp;p=1237405732514&amp;cid=1251626947334&amp;WT.mc_t=SeattleCVB_EXT&amp;WT.mc_n=SeattleCVBpage&amp;WT.mc_r=365"" target=""_blank"">www.amtrak.com</a></p>
</td>
<td><span class=""inline inline-left""><a href=""http://www.amtrak.com/servlet/ContentServer?ff=No&amp;c=AM_Content_C&amp;pagename=am/Layout&amp;p=1237405732514&amp;cid=1251626947334&amp;WT.mc_t=SeattleCVB_EXT&amp;WT.mc_n=SeattleCVBpage&amp;WT.mc_r=365"" target=""_blank""><img src=""/files/images/Amtrak_Small.JPG"" width=""134"" height=""170"" border=""0"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
366,16854,listing,,Aldersgate Camps and Retreats,4,0,1236809236,1392335512,0,0,0,0,0,0,"<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Just minutes to Salem/I-5. Comfortable meeting and lodging facilities for 25-250, professionally prepared food, personable staff. A hidden gem of the Willamette Valley! <br />7790 Marion Rd. SE<br />Turner, OR 97392<br />503-743-2494 or 888-647-2494<br /><a href=""http://www.aldersgateretreat.com"">www.aldersgateretreat.com</a></td>
<td><span class=""inline inline-left""><img src=""/files/images/Aldersgate.JPG"" width=""191"" height=""128"" border=""0"" class=""image image-preview "" /></span></td>
</tr>
</tbody>
</table>"
368,21613,listing,,Days Inn Black Bear Conference Center,4,0,1236809803,1445014117,0,0,0,0,0,0,"<p>1600 Motor Ct. NE<br />Salem, Oregon 97301<br />503-581-1559 or 877-594-1110<br /><a href=""http://www.daysinn.com/DaysInn/control/Booking/property_info?propertyId=45197"" target=""_blank"">www.daysinn.com</a></p>"
369,7368,listing,,Chemeketa Eola,4,1,1236810138,1287529303,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>215 Doaks Ferry Rd. NW <br />Salem, Oregon 97304 <br />503-584-7272 <br /><a href=""http://www.chemeketaeventservices.com"" target=""_blank"">www.chemeketaeventservices.com</a></td>
<td><span class=""inline inline-left""><a href=""http://www.chemeketaeventservices.com"" target=""_blank""><img src=""/files/images/ChemeketaEola.jpg"" title=""Chemeketa Eola ~ Salem, Oregon ~ www.chemeketaeventservices.com"" width=""190"" height=""147"" style=""float: right; border: 0px;"" class=""image image-preview"" /></a></span><span class=""inline inline-left""></span><span class=""inline inline-left""></span></td>
</tr>
</tbody>
</table>"
373,19445,listing,,Chemeketa Community College,4,1,1236877369,1417025246,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>4000 Lancaster Dr. NE<br />Salem, Oregon 97305<br />503-399-6444<br /><a href=""http://www.chemeketaeventservices.com"" target=""_blank"">www.chemeketaeventservices.com</a></td>
<td><span class=""inline inline-left""><a href=""http://www.chemeketaeventservices.com"" target=""_blank""><img src=""/files/images/DSC_0358.JPG"" width=""191"" height=""127"" style=""border: 0px; float: right;"" class=""image image-preview"" /></a></span></td>
</tr>
</tbody>
</table>"
374,2696,listing,,Comfort Inn and Suites,4,1,1236878103,1249597995,0,0,0,0,0,0,"<p>1775 Freeway Ct. NE<br />Salem, OR 97301<br />503-588-0515<br /><a href=""http://www.comfortinn.com/hotel-salem-oregon-OR180"" target=""_blank"">www.comfortinn.com/hotel-salem-oregon-OR180</a></p>"
376,21237,listing,,Eola Hills Wine Cellars,4,0,1236878334,1438202811,0,0,0,0,0,0,"<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Host your wedding or Christmas party with us. Experience our famous Sunday Brunch. Tasting room open daily 10 a.m.-5 p.m. <br />501 S Pacific Hwy 99W<br />Rickreall, OR 97371<br />503-623-2405<br />800-291-6730 <br /><a href=""http://www.eolahillswinery.com"">www.eolahillswinery.com</a></td>
<td><span class=""inline inline-left""><img class=""image image-preview "" src=""/files/images/EolaHillsOutside.JPG"" border=""0"" width=""190"" height=""143"" /></span></td>
</tr>
</tbody>
</table>"
380,7336,listing,,Keizer Heritage Community Center,4,1,1236878922,1287019393,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>Wonderful indoor and/or outdoor setting for weddings, receptions, parties, anniversaries, meetings and other special events (all inclusive) - kitchen also included.<br />980 Chemawa Rd. NE<br />Keizer, Oregon 97303<br />503-393-9660 <br /><a href=""http://www.keizerheritage.org"" target=""_blank"">www.keizerheritage.org</a></p>
</td>
<td><span class=""inline inline-left""><span class=""inline inline-left""><a href=""http://www.keizerheritage.org"" target=""_blank""><img src=""/files/images/KeizerHeritageMuseumMeetingSpaceSmall_0.jpg"" width=""191"" height=""127"" border=""0"" class=""image image-preview "" /></a></span></span></td>
</tr>
</tbody>
</table>"
381,21227,listing,,Keizer Renaissance Inn & Conference Center,4,0,1236883639,1438193724,0,0,0,0,0,0,"<p>5188 Wittenberg Ln. N<br />Keizer, OR 97303<br />503-390-4733 or 800-299-7221<br /><a href=""http://www.keizerrenaissanceinn.com"" target=""_blank"">www.keizerrenaissanceinn.com</a></p>"
383,13406,listing,,Willamette Heritage Center at The Mill,4,1,1236883909,1358480134,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Conveniently located, parking on-site, choice of caterer, setup &amp; teardown, wireless &amp; projection capabilities,&nbsp;for parties&nbsp;up to 400 for special events and meetings. <br />1313 Mill St. SE<br />Salem, OR 97301<br />503-585-7012<br /><a href=""http://www.willametteheritage.org/event_facilities.html"" target=""_blank"">www.WillametteHeritage.org</a></td>
<td><span class=""inline inline-left""><a href=""http://www.willametteheritage.org/event_facilities.html"" target=""_blank""><img src=""/files/images/MissionMill.JPG"" title=""Photo by Ron Cooper - Copyright Mission Mill - Loaned to Travel Salem. www.WillametteHeritage.org"" width=""191"" height=""115"" style=""margin: 5px; float: right;"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
385,12803,listing,,Oregon State Fair & Expo Center,4,1,1236884341,1350512848,0,0,0,0,0,0,"<p>2330 17th St. NE<br />Salem, OR 97301<br />503-947-3247 or 800-833-0011<br /><a href=""http://www.oregonstateexpo.org"" target=""_blank"">www.oregonstateexpo.org</a></p>"
386,15548,listing,,Grand Hotel in Salem,4,0,1236884602,1380302038,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>The Grand Boardroom and the Marion Room offer a perfect setting for corporate meeting, rehearsal dinners, receptions, or family gatherings. Bentley's Grill caters exclusively. <br />201 Liberty St. SE<br />Salem, OR 97301<br />503-540-7800<br />877-540-7800<br /><a href=""http://www.GrandHotelSalem.com"" target=""_blank"">www.GrandHotelSalem.com</a></td>
<td><span class=""inline inline-left""><a href=""http://www.GrandHotelSalem.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/The_Grand_Hotel_Small.jpg"" title=""The Grand Hotel in Salem ~ Salem, Oregon ~ www.GrandHotelSalem.com"" width=""192"" height=""128"" style=""margin: 5px; float: right; border: 0px;"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
388,12799,listing,,Red Lion Hotel & Convention Center,4,1,1236885092,1350489225,0,0,0,0,0,0,"<p>3301 Market St. NE<br />Salem, Oregon 97301<br />503-370-7888<br /><a href=""http://www.redlion.com/salem"" target=""_blank"">www.redlion.com/salem</a></p>"
390,14137,listing,,Salem Convention Center,4,1,1236885655,1369271176,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Successfully hosting groups of 10 to 1,500 with 30,000 sq. feet of event space, complete catering services, state of the art technology, EarthWise Certified.<a href=""http://www.salemconventioncenter.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/leed_certification.PNG"" title=""Salem Conference Center, LEED Certified by the U.S. Green Building Council ~ Salem, Oregon"" width=""80"" height=""80"" style=""float: right; margin: 5px;"" /></a><br />200 Commercial St. SE <br />Salem, Oregon 97301<br />503-589-1700<br />877-589-1700<br /><a href=""http://www.salemconventioncenter.org"" target=""_blank"">www.salemconventioncenter.org</a></td>
<td><span class=""inline inline-left""><a href=""http://www.salemconventioncenter.org"" target=""_blank""><img src=""/files/images/SalemConfCenter.JPG"" title=""Salem Conference Center ~ Salem, Oregon ~ www.salemconferencecenter.org"" width=""190"" height=""112"" style=""margin: 5px; float: right; border: 0px;"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
392,21650,listing,,Spirit Mountain Casino Event Center,4,0,1236889064,1445022217,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>More than <strong><em>17,200</em></strong> square feet of conference space for all occasions ""Ò from an intimate gathering of 10 to a large group of 1600, we can host your event.<br />27100 SW Salmon River Hwy. <br />Grand Ronde, OR 97347<br />503-879-3914 or 800-760-7977<br /><a href=""http://www.spiritmountain.com/"" target=""_blank"">www.spiritmountain.com</a></td> <td><span class=""inline inline-left""><span class=""inline inline-left""><a href=""http://www.spiritmountain.com/"" target=""_blank""><img src=""/files/images/Spirit_Mountain_Event_Center_Small.jpg"" width=""190"" height=""126"" border=""0"" class=""image image-preview "" /></a></span></span></td></tr></tbody></table>"
396,20995,listing,,Willamette University,4,1,1236900569,1435093470,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>Conveniently located close to the State Capitol and downtown, Willamette offers a wide selection of room sizes and set ups. On site catering available. <br />900 State St. <br />Salem, Oregon 97301 <br />503-375-5442 <br /><a href=""http://www.willamette.edu/"">www.willamette.edu</a><br />*Availability May 15 - August 15</td> <td><span class=""inline inline-left""><img src=""/files/images/willamette.jpg"" width=""190"" height=""135"" border=""0"" class=""image image-preview "" /></span></td></tr></tbody></table>"
399,20996,listing,,Willamette Valley Vineyards,4,1,1236901310,1435093616,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>For the ideal blend of picturesque scenery, award-winning wines and excellent views. Three banquet rooms are available as well as an outdoor facility. <br />8800 Enchanted Way SE <br />Turner, Oregon 97392 <br />503-588-9463<br />800-344-9463 <br /><a href=""http://wvv.com/"">www.wvv.com</a><br /></td> <td><span class=""inline inline-left""><img src=""/files/images/WillametteValleyVineyards.jpg"" width=""113"" height=""171"" border=""0"" class=""image image-preview "" /></span></td></tr></tbody></table>"
400,15885,listing,,The Woodlands Conference and Event Center,4,0,1236901452,1383698940,0,0,0,0,0,0,"<p>1475 Mt. Hood Ave.<br />Woodburn, OR 97071<br />971-983-5205<br /><a href=""http://www.thewoodlandsatwellspring.com/"" target=""_blank"">www.thewoodlandsatwellspring.com</a></p>"
402,16687,listing,,Volcanoes Stadium,4,1,1236902725,1391215974,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>4,300 seat stadium immediately adjacent to Interstate 5. Baseball, soccer, football, wrestling, and concerts. Recreational vehicle, automotive and special sales in the 14-acre parking lot.<br />6700 Field of Dreams Way NE<br />Keizer, OR 97303<br />503-390-2225<a href=""http://http://http://www.youtube.com/watch?v=1ZpzPyZGweU"" target=""_blank"" rel=""lightvideo""><br /></a><a href=""http://www.volcanoesbaseball.com/"" target=""_blank"">www.volcanoesbaseball.com</a></td>
<td><br /></td>
</tr>
</tbody>
</table>"
408,21633,listing,,The IpseNault Company,4,0,1236960898,1445018865,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>Distributor of promotional products &amp; advertising specialties with over 25 years of creative marketing expertise. We specialize in affordable ideas that meet all your promotional needs.&nbsp;<br />3791 River Rd. N, Ste. F<br />Keizer, OR 97303<br />503-390-8968 or 866-240-7032<br /><a href=""http://www.ipsenault.com"" target=""_blank"">www.ipsenault.com</a></td> <td><span class=""inline inline-left""><a href=""http://www.ipsenault.com"" target=""_blank""><img src=""/files/images/Ispnault.JPEG"" width=""192"" height=""69"" border=""0"" class=""image image-preview "" /></a></span></td></tr></tbody></table>"
409,21654,listing,,Silverton Arts Association,4,0,1236961024,1445023296,0,0,0,0,0,0,"<p>303 Coolidge St.<br />Silverton, OR 97381<br />503-873-2480<br /><a href=""http://www.silvertonarts.org"">www.silvertonarts.org</a></p>"
414,698,listing,,Dallas Area Chamber of Commerce,4,1,1236961677,1236961894,0,0,0,0,0,0,"<p>119 SW Court St.<br />PO Box 377 (mailing)<br />Dallas, OR 97338<br />503-623-2564<br /><a href=""http://www.dallasoregon.org"">www.dallasoregon.org</a></p>"
415,8483,listing,,Detroit Lake Area Recreation Business Association,4,1,1236961775,1301591009,0,0,0,0,0,0,"<p>PO Box 574 (mailing)<br />Detroit, OR 97342<br />503-931-1885<br /><a href=""http://www.detroitlakeoregon.org"" target=""_blank"">www.detroitlakeoregon.org</a></p>"
417,20505,listing,,Jefferson Area Chamber of Commerce,4,0,1236962507,1430512894,0,0,0,0,0,0,"<p>107 N Main St.<br />PO Box 471 (mailing)<br />Jefferson, OR 97352<br /><a href=""http://www.JeffersonAreaChamber.com"" target=""_blank"">www.JeffersonAreaChamber.com</a></p>"
418,12865,listing,,Keizer Chamber of Commerce & Visitors Center,4,1,1236962565,1351188659,0,0,0,0,0,0,"<p>6075 Ulali Dr. NE, Ste. 102<br />Keizer, OR 97303<br />503-393-9111<br /><a href=""http://www.keizerchamber.com"" target=""_blank"">www.keizerchamber.com</a></p>"
419,9854,listing,,Monmouth/Independence Chamber of Commerce,4,1,1236962661,1316399405,0,0,0,0,0,0,"<p>311 Monmouth Ave.<br />Independence, OR 97351<br />503-838-4268<br /><a href=""http://www.micc-or.org"" target=""_blank"">www.micc-or.org</a></p>"
420,21705,listing,,Mt. Angel Chamber of Commerce,4,1,1236962763,1445361256,0,0,0,0,0,0,"<p>PO Box 221 (mailing)<br />Mt. Angel, OR 97362<br />503-845-6882</p>"
421,8489,listing,,North Santiam Chamber of Commerce,4,1,1236962914,1301591500,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>The North Santiam Chamber of Commerce has a Visitors Information Center in Mill City. The Chamber fosters and sustains a positive business environment while enhancing the communities' quality of life.<br />825 W Santiam Blvd.<br />PO Box 222 (mailing)<br />Mill City, OR 97360<br />503-897-5000<br /><a href=""http://www.nschamber.org"" target=""_blank"">www.nschamber.org</a></p>
</td>
<td><a href=""http://www.nschamber.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/North_Santiam_C_of_C_Small.JPG"" title=""North Santiam Chamber of Commerce ~ www.nschamber.org"" width=""128"" height=""170"" style=""margin: 5px;"" /></a></td>
</tr>
</tbody>
</table>"
422,6843,listing,,Salem Area Chamber of Commerce,4,1,1236962948,1282778911,0,0,0,0,0,0,"<p>1110 Commercial St. NE<br />Salem, OR 97301<br />503-581-1466<br /><a href=""http://www.salemchamber.org"" target=""_blank"">www.salemchamber.org</a></p>"
423,7250,listing,,SEDCOR - Strategic Economic Development Corporation,4,1,1236962976,1286424752,0,0,0,0,0,0,"<p>626 High St. NE, Suite 200<br />Salem, OR 97301<br />503-588-6225<br /><a href=""http://www.sedcor.com"" target=""_blank"">www.sedcor.com</a></p>"
424,8490,listing,,Silverton Chamber of Commerce,4,1,1236963032,1301591579,0,0,0,0,0,0,"<p>426 S Water St.<br />PO Box 257 (mailing)<br />Silverton, OR 97381<br />503-873-5615<br /><a href=""http://www.silvertonchamber.org"" target=""_blank"">www.silvertonchamber.org</a></p>"
425,2948,listing,,Stayton/Sublimity Chamber of Commerce,4,1,1236963141,1251834012,0,0,0,0,0,0,"<p>175 E High St. <br />PO Box 121 (mailing)<br />Stayton, OR 97383<br />503-769-3464<br /><a href=""http://www.staytonsublimitychamber.org"" target=""_blank"">www.staytonsublimitychamber.org</a></p>"
426,21704,listing,,Willamina Coastal Hills Chamber of Commerce,4,1,1236963255,1445361136,0,0,0,0,0,0,<p>503-876-5777<br />www.willaminachamberofcommerce.org</p>
427,8491,listing,,Woodburn Area Chamber of Commerce,4,1,1236963338,1301591644,0,0,0,0,0,0,"<p>124 W Lincoln St.<br />PO Box 194 (mailing)<br />Woodburn, Oregon 97071<br />503-982-8221<br /><a href=""http://www.woodburnchamber.org"" target=""_blank"">www.woodburnchamber.org</a></p>"
647,2509,listing,,Mount Angel Abbey,4,1,1237669582,1247692803,0,0,0,0,0,0,"<p>One Abbey Dr.<br />St. Benedict, Oregon 97373<br />503-845-3030<br /><a href=""http://www.mountangelabbey.org"" target=""_blank"">www.mountangelabbey.org</a></p>"
668,2942,listing,,Salem Hospital,4,1,1238179992,1251833261,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Through high-quality care, leading-edge technology, and exceptional people, Salem Hospital is the heart of medical excellence in the mid-Willamette Valley. <br />890 Oak St SE<br />Salem, OR 97301<br />503-561-5200<br /><a href=""http://www.salemhospital.org"">www.salemhospital.org</a></td>
<td><span class=""inline inline-left""><img class=""image image-preview "" src=""/files/images/SalemHospita.JPG"" border=""0"" width=""189"" height=""120"" /></span></td>
</tr>
</tbody>
</table>"
669,15372,listing,,Santiam Hospital,4,0,1238180880,1379525322,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Experience our family birth center offering water delivery, spacious rooms, in a safe, competent, friendly setting. A state-of-the-art Surgery Center. Private inpatient rooms, a full-scope intensive care / ICU.<br />1401 N Tenth Ave.<br />Stayton, OR 97383<br />503-769-2175<br /><a href=""http://www.santiamhospital.org"" target=""_blank"">www.santiamhospital.org</a></td>
<td><a href=""http://www.santiamhospital.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Santiam_Hospital_Small.jpg"" title=""Santiam Hospital ~ Stayton, Oregon ~ www.santiamhospital.org"" width=""190"" height=""48"" style=""float: right; margin: 5px;"" /></a></td>
</tr>
</tbody>
</table>"
670,15474,listing,,Silverton Hospital,4,0,1238180918,1379979349,0,0,0,0,0,0,"<p>342 Fairview St.<br />Silverton, OR 97381<br />503-873-1500<br /><a href=""http://www.silvertonhospital.org"">www.silvertonhospital.org</a></p>"
671,3398,listing,,West Valley Hospital,4,1,1238180951,1255971440,0,0,0,0,0,0,"<p><span class=""inline inline-left""></span>
<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p><span style=""background-color: #ffffff;"">West Valley Hospital, Dallas, OR, is a critical access hospital offering 24-hour emergency care and inpatient and outpatient services to people in the Polk County area.</span><br />525 SE Washington St.<br />Dallas, OR 97338<br />503-623-8301<br /><a href=""http://www.westvalleyhospital.org"" target=""_blank"">www.westvalleyhospital.org</a></p>
</td>
<td><span class=""inline inline-left""><a href=""http://www.westvalleyhospital.org"" target=""_blank""><img class=""image image-preview "" src=""/files/images/West_Valley_Hospital_Small.jpg"" border=""0"" width=""185"" height=""88"" /></a></span></td>
</tr>
</tbody>
</table>
</p>
<p><span style=""background-color: #ffffff;""></span></p>"
673,17168,listing,,The Springs at Sunnyview Independent Living,4,0,1238181268,1395425003,0,0,0,0,0,0,"<p>1950 45th Ave. NE<br />Salem, OR 97305<br />503-589-1200<br /><a href=""http://www.thespringsliving.com"" target=""_blank"">www.thespringsliving.com</a></p>"
677,17157,listing,,Salem Relocation Team,4,1,1238189608,1395334343,0,0,0,0,0,0,"<p>&nbsp;</p>
<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>Find a doctor, realtor, loan officer, insurance, rentals and so much more. Free referrals to Salem's best businesses / companies Salem residents trust for their services.<br />634 Timber View NW<br />Salem, OR&nbsp;97304<br />503-798-8474<br /><a href=""http://www.salemrelocationteam.com"" target=""_blank"">www.salemrelocationteam.com</a></p>
</td>
<td>&nbsp;<span class=""inline inline-left""><a href=""http://www.salemrelocationteam.com"" target=""_blank""><img src=""/files/images/Salem_Relocation_Team_Small.JPG"" width=""191"" height=""73"" border=""0"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
781,4398,listing,,A Grand Romance Package,4,1,1238622685,1264200370,0,0,0,0,0,0,"<p>This wonderful package includes overnight accommodations for two in your choice of suite, champagne or cider, fresh flowers and our complimentary hot continental breakfast buffet. Enjoy a late check out of 1 p.m.</p>
<p>For package pricing or to purchase this package call 877-540-7800 or 503-540-7800 or visit <a href=""http://www.GrandHotelSalem.com"" target=""_blank"">www.GrandHotelSalem.com</a>. This package does not have an expiration date.</p>"
782,1360,listing,,Advanced Purchase Package,4,1,1238622709,1238622709,0,0,0,0,0,0,"<p>Are you a business traveler who has a packed calendar of obligations? If you have weekly or monthly travel requirements, you can take advantage of Phoenix Inn's Advanced Purchase Package. This package offers a discounted rate when you reserve a room at least 5 days in advance with payment paid in full with no refunds, cancellations or changes.</p>
<p>To purchase this package please call 503-588-9220 or visit <a href=""http://www.phoenixinnsuites.com"">www.phoenixinnsuites.com</a>. (Note: Advanced purchase packages can be booked online <a href=""http://www.phoenixinnsuites.com"">www.phoenixinnsuites.com</a> and must be booked 5 days in advance.) This package does not have an expiration date.</p>"
783,1361,listing,,Cars Eat Free Promotion,4,1,1238622733,1238622733,0,0,0,0,0,0,"<p>With rising gas prices let us help feed your car for a day, stay at any Phoenix Inn and receive a $25 gas card per night; rates starting as low as $99!</p>
<p>To purchase this package please call 503-588-9220 or visit <a href=""http://www.phoenixinnsuites.com"">www.phoenixinnsuites.com</a>. (Note: Advanced purchase packages can be booked online <a href=""http://www.phoenixinnsuites.com"">www.phoenixinnsuites.com</a> and must be booked 5 days in advance.) This package does not have an expiration date.</p>"
